essays_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score,word_count,reading_ease,nouns,verb,adjectives,adverbs,jaccard
15964,6,One original purposes Empire State Building loading dock dirigibles blimps This meant help New York leader modern traveling Yet many obstacles eventually put end idea mooring mast A major problem nature The wind top building constantly changing air currents This would cause dirigible swing around mast The idea weighting back immediately ruled danger imposed pedestrians street Also law stated airships could fly low urban areas would make illegal dirigible tie even approach area,3,3,3,73,70,25,18,12,7,0.26
15965,6,The builders Empire State Building faced multiple obstacles trying obstruct dirigibles dock top building They faced obstacles like laws saftay problems also natural problems trying successed gutsey idea They firsted faced problems law An existing law aginst airships flying low urban areas This law posed obstacle builders would dock blimp without flying restricted fly zone The Second problem dealing saftey dirigible Hindenburg destroyed Owners Empire State building relized much worse accident could downtown New York After blimps proven highly flamable builders saw accident highly populated New York City would worse rural area Finally builders face problems nature dirigible Los Angeles approached mooring mast could get close enough tie forceful winds The builders relized drastic change LOCATION top building apperate blimp These designers mundane idea shot multiple obstacles rose,3,4,4,128,65,52,32,21,6,0.33
15966,6,There many obstacles builders Empire State Building face The stress dirigible load wind pressure would transmitted way building foundation nearly eleven hundred feet This stating stress dirigibles shiftyness put stress buildings foundation want stress topal building Also say The winds top biulding consistantly shifting due violant air current says worried wind might take balloon away building causing injure people obsticals builders face,3,3,3,62,50,26,16,8,7,0.19
15967,6,The builders faced several obstacles attempting allow dirigibles dock Empire State Building One biggest hard obstacle come saftey everyone The builders worry safty people coming dirigible people near streets people side building Saftey one main reasons dock never completed Another huge obstacle faced builders nature This true winds top tall buildings always changing would make hard land dirigible Like excerpt states paragraph NUM Dirigibles weighted back lead weights would cause problem pedestrians walking streets,2,3,2,74,60,27,19,15,3,0.27
15968,6,There couple obstacles builders Empire State building faced attempting allow dirigibles dock One obstacles would add stress building Frame For example paragraph NUM says A thousand foot dirigible moored top building held single cable tether would add stress building frame Another obstacle steel would modified The steel Empire State building would modified strengthened accommodate new situation These obstacles builders Empire State Building faced attempting alow dirigibles dock,2,2,2,67,55,32,14,10,1,0.28
15969,6,The idea kind unrealistic first place When dirigables would try dock building structure building able handle violent winds zeppelin It caused many problems What dirigible attempted dock heavy winds blew tail end around hit building The Hindenburg another zeppelin destroyed fire Lakehurst ORGANIZATION If disaster like occurred heavily populated place would chaos Impractical unsafe plan work They would need something stable The plans completely thought All problems combined would cause postpone building landing gear These plans new age transportation dirigibles would never happen Airplanes safer efficient new way travel,3,2,3,89,75,34,16,18,3,0.44
15970,6,The builders Empire state building encountered many obstacles prevented dirigibles docking A main concern safety Hindenburg German dirigible destroyed fire New Jersey This prompted realization disaster occurred New York highly populated urban area could far worse Another obstacle encountered bad weather conditions The winds top Empire State Building consistently shifting making impossible dirigible stay unmoving If dirigible unsteady would unsafe floating millions people Lastly illegal dirigible tie mast even approach area due law prevented airships flying low urban areas Due obstacles faced builders Empire State Building apparent dirigibles simply meant dock,3,4,4,91,55,33,21,23,6,0.35
15971,6,The idea dirigibles docking mooring mast smart could great However builders Empire State Building faced problems trying achieve goal One problem wind forces two strong allow dirigible dock mast The winds top building constantly shifting due violent air currents Even dirigible tethered mooring mast back ship would swivel around around mooring mast NUM Another reason safety people Not dirigibles made In countries dirigibles different kinds gases Most dirigibles outside United States used hydrogen rather helium hydrogen highly flammable NUM Since hydrogen highly flammable builders take consideration safe people would flying dirigible Lastly law aircraft flying close populated area existing law airships flying low urban areas This law would make illegal ship ever tie building even approach area NUM The docking Empire State Building great idea many challenges faced builders,4,3,4,129,65,53,25,22,13,0.29
15972,6,Dirigibles top speed eighty miles Some long one thousand feet length four blocks New York City So one obstacle expanded use New York City lack suitable landing area Al Smith saw opportunity Empire State Building He said mooring mast added top building would allow dirigibles anchor several hours refueling service let passengers Dirigibles docked means electric winch hauled line ship tied mast swinging body passengers could safely get,0,2,0,68,75,33,16,9,3,0.23
15973,6,The problems workers face letting dirigibles dock empire state Building crusal CAPS Because first would tried Put Mooring Mast top Building Roof And A thousand pound Dirigible top It holdn CAPS would Much hold And stress dirigible weight wind pressure need transmitted Buildings foundation hundred feet Below The frame Building would stronger Modified CAPS could work But would Over MONEY Put Building frame work order succeed But Most Reason difficult workers Because winds And landed would need weights weigh would dangling high Pedestrians witch Practical Safe,2,3,3,86,15,33,20,11,1,0.38
15974,6,While building Empire State Building many obstacles occurred During process planning CAPS building architects started realize could many complications Several complicostions occurred process Architects noticed building made add additional parts As architect said could simply drop mooring mast top Empire State Building flat roof Wind another harsh factor construction Empire State Building If held single cable tether would add Stress buildings frame The engineers also muched building issues Steel frame Empire State building would modified strengthened accommodate new situation Safety nature also big play obstacles building Empire State Building Architects planned maintain dirigibles high wanting could dangerous dangling high pedestrians Street neither practical safe Building dirigible would caused many accidents injuries deaths made Nature would also inroled plan open landing fields could weighed back lead weights If anyday fierce winds object could came caused serious danger,2,3,3,136,55,61,29,23,5,0.33
15975,6,Although builders Empire State Building managed obstacles allowing dirigibles dock many issues left unsolved When designing mast accommodate blimp architects realized pressure would put building frame In order support weight dirigible needed make sixty thousand dollars worth modifications paragraph NUM structure building Also builders develop way tether dirigible building allow passengers supplies unboard Therefore architects designed rocket shaped mast shiny aluminum also housed elevators stairs paragraph NUM However builders forgot incorporate winds top building Once front dirigible docked back blimp would swivel around irradically Furthermore builders disregarded existing laws banned dirigibles flying low cities states paragraph NUM This precaution due safety hazard dirigibles posed since highly flammable hydrogen used These imposing obstacles made use Empire State Building dock unrealistic,3,3,3,119,50,52,28,18,11,0.33
15976,6,In excerpt CAPS CAPS Marcia Amidon L sted builders went many obstacles attempt allow dringibles dock Empire State Building At first Al Smith wanted newly designed building tallest one world Now foot building would reach new heights adding top hat building allowing drigible dock Passengers get blimp along conductor refuling engine Although great idea many issues constructor see This thousand foot dirigible would add stress buildings frame The wind would also add thousands dollars damage ensure damage harm would put building residents New York steel frame Empire State building would strengthened This cost city New York MONEY hopes putting map modern travel,2,2,2,102,70,43,26,16,3,0.31
15977,6,The obstacles builders Empire State Building faced attempting allow dirigibles dock building lack area populated area hydrogen highly flammable Also known today blimps dirigibles actually enormous steel framed balloons envelopes cotton fabric filled hydrogen helium make lighter air Hydrogen dangerous flammable Empire State Building located populated area dangerous risk Also German dirigible Hindenburg destroyed fire Lakehurst New Jersey proved owners Empire State Building dangerous looks Other reason dirigibles moor top building existing law agains airships flying low populated areas,2,3,3,79,35,35,21,17,5,0.27
15978,6,In excerp The Mooring Mast ORGANIZATION builders empire state building faced many obstacles attempting allow dirigibles dock They come safe plan included building designs figure problems failed see begginning The first obstacle meeting navy experts come safe practical plan They find way land dirigibles without adding stress buildings frame without spending MONEY strengthen The builders came plan included mast would made wold floor They even finish roor mooring mast cold take place The largest obstacle one failed see beginning In building mooring mast would face obstacles nature brought simply impossible Safety main problem fire occurred would disaster The winds strong due violent air currents law prohibiting airships flying low After work get passed obstacles mooring mast never built,3,3,3,118,60,47,32,17,4,0.33
15979,6,obstecles builders faced many one things faced dident No wanted build tower first place And reason dirigibles outside United States use hydrogen rather helium And hydrogen highly flammable And one greater obstacles mooring mast nature self,1,2,2,36,75,13,6,8,3,0.31
15980,6,Based excerpt The Mooring Mast PERSON builders Empire State building faced many problems Their first problem architects could simply drop mooring mast top flat roof The weight mast would make framework crumble builders modifie strengthen steel frame empire state building Secondly foreign dirigibles highly flamable making highly dangerous two moor overapopulated New York city Also nature problem The winds top building strong dangerous moor And finally law dirigibles flying low urban areas The mooring mast atop Empire State building good idea dangerous highly unlikely law,3,3,3,85,70,38,10,20,7,0.27
15981,6,The builders Empire State Building faced obstacles attempting allow dirigibles dock One obstacle faced couldnot simply drop mooring mast top Empire State Building flat roof The thousand foot dirigible moored top building held single cable tether would add stress building frame paragraph NUM The stress dirigible load wind pressure would transmitted way buildings foundation nearly eleven hundred feet The steel frame Empire State Building would modified strengthened accommodate new situation The second obstacle allowing dirigibles dock The winds top building constantly shifting due violent air currents paragraph NUM Another obstacle faced existing law airships flying low urban areas paragraph NUM This law would make illegal ship ever tie building even approach area,4,3,4,112,50,46,25,20,7,0.23
15982,6,The Empire State Building built tallest building World even today still remains one tallest It design plans purpose tallest building however It supposed serve passenger exchange refueling dock dirigibles Most people know though many complications involved architectural designs plan mast Architects knew would easy build creation could simply drop mooring mast top Empire State Building They knew example building needed modified accommodate added stress mast height building would need increased They made necessary changes building realities progect soon set mast never built greatest reason safety The hydrogen used power dirigibles highly flamable endangered citizens New York Also according aricle greatest obstacle successful use mooring mast nature There powerful winds high altitude would blow make difficult dirigibles properly controlled navigated,3,3,3,119,60,46,30,20,10,0.27
15983,6,Based The Mooring Mast Marcia Amidon L sted builders Empire State Building faced multiple obstacles attempts allow dirigibles anchor top building A dirigible moored top building held single cable tether adds stress buildings frame architects needed find way transmit stress wind pressure dirigibles load ORGANIZATION foundation Safety played major role fate mooring mast Outside United States dirigibles used hydrogen rather helium hydrogen highly flammable If dirigible catch fire densely populated area would disaster The greatest obstacle use mooring mast nature Above Empire State Building wind constantly shifting due violent air currents even dirigible tethered mooring mast back shape would still unstable land,4,4,4,102,55,46,20,20,7,0.37
15984,6,In excerpt written Marcia Amidon L sted describes obstacles builders Empire State Building faced attempting allow dirigibles dock In excerpt author told readers building Empire State Building builders reconstruct entire building make stronger support top The steel frame Empire State Building would modified strengthened accomodate new situation paragraph NUM The workers building also working height feet They rebuild foundation strength building also top Two months workers celebrated framing entire building back raise American flag time top frame mooring mast These many hardships workers face,2,2,2,84,55,38,17,16,3,0.28
15985,6,Obstacles builders haded face empire state building enough technology land dirigible mooring mast February CAPS clavan building architectural office said The yet unsolved problems mooring airships fixed mast heigh made desirable postpone later date final installation landing gear After CAPS clavan said using dirigibles dissappeared late dirigibles given away Airplanes Also builder haded construct electric winch gang plank electric winch hauled line front ship tied mast gang plank open observation plataform,1,0,1,71,35,33,18,13,5,0.29
15986,6,It said way How ever include part obstacles go For instance way docking dirigibles Empire state building architects work possible problems idea Like fact American dirigibles used helium instead hydrogen Also wind currents stronger force high air regular life level Also un ideal place trying use They taken heed businessman slogan CAPS CAPS CAPS,1,2,2,54,70,25,11,9,4,0.32
15987,6,At sporting events people gotten used seeing CAPS blimp Goodyear blimp Now used advertising many people know thought transportation The excerpt The Mooring Mast ORGANIZATION shows original purpose mast Empire State building mooring blimps also shows many problems faced blimp travel Safty big issue blimps dirigibles filled Hydrogen highly flamable It would huge disaster one exploaded New York City Another problem winds always changing way keep dirigibles moving wind could dangerous There also law low fly urban areas order land correctly would breaking law flying low would risk wind pusing dirigible top building puncturing Al Smith good idea Empire State Building mast however many problems make reality,3,3,3,107,60,43,25,20,7,0.36
15988,6,There many obstacles builders Empire State Building faced attempting allow dirigibles dock The man came plan Al Smith saw opportunity add mooring mast top building Which would allow dirigibles anchor several hours refueling service let passengers But came lots work And simply drop mooring mast top building The architects make plans going set mooring mast In story says Once architects designed mooring mast made changes existing plans building skeleton construction proceeded planned When building framed th floor roof completed framing mooring mast could take place The mast also skeleton steel clad stainless steel glass windows,1,1,1,95,75,41,30,8,5,0.21
15989,6,In excerpt The Mooring Mast Marcia Amidon L sted builders faced obsticals attempting allow dirigibles dock Empire State Building An CAPS faced A thosand foot dirigible moored top building held single cable tether added stress buildings frame stress blimps load add plus wind pressure would transmitted way buildings foundation steel frame Empire state building strengthened accommodate,1,1,1,56,40,31,12,6,0,0.28
15990,6,They build tower right els would landing problems added sight seeing thing People would pay price price keeping stable worth effort In end people like going make popular thing wasnot popular Wind Landing always stood way paid alot money restableise building This ended profit ride lifetime,1,1,1,46,70,20,11,7,2,0.35
15991,6,During construction Empire State Building several obstacles builders faced dirigibles able dock Empire State Building The first obstacle builders faced figuring modify strengthen steel frame Empire State building accommodate mooring mast top building These modifications would cost sixty thousand dollars lot money back DATE Once builders finished framing entire building greatest obstacle constructing mooring mast came This obstacle nature violent air currents would back blimps swivel around around mast The blimp would need weights hold steady weights would hanging people street neither practical safe,2,3,3,84,60,39,18,11,1,0.18
15992,6,The builders Empire state building encoutered obstacles attempting allow dirigibles dock Dirigibles said hailed transportation future however New York City lack suitable landing area The speed dirigibles traveled area heights wind speed became unquestionable The dirigible plan became unreasonable accident occurring LOCATION For height wind speed location using dirigibles longer good idea,2,1,2,52,50,26,12,8,2,0.4
15993,6,In The mooring Mast Marcia Amidon L sted obstacles builders empire state building faced try make perfect especially designers They went alot work effort time They tried make different arrangements government people The dirigibles always near mooring mast They afraid would knock one day They also wanted become transportation future The transportation airplanes The dirigibles became world highest soda fountain tea garden sightseers So plans quite work planned everything else seemed work okay,1,1,1,73,75,33,17,6,5,0.31
15994,6,The builders Empire State Building faced lot obstacles trying dock dirigibles figure way around The architects believed mooring mast would work started building Soon enough problems evolved could fixed An example one problems dirigibles use hydrogen helium makes flammable If dirigible accident New York many people would hurt Another factor goes wind currents The wind strong dirigible would swirling around even tied However could use lead weights keep still fell would hurt pedestrians walking Furthermore state law made illegal airships fly low made impossible dirigibles tied mooring mast Empire State Building After problems architects never added landing gear mooring mast knew would used intended,3,3,3,104,65,33,32,14,8,0.25
15995,6,In exerpt The Mooring Mast ORGANIZATION builders faced obstacles attempt allowing dirigibles dock One example obstacle builders face attach mooring mast top building In paragraph nine says The architects could simply drop mooring mast top Empire State Building flat roof They come safe way attach Another example obstacle strength modified building paragraph nine stated A thousand foot dirigible moored top building held single cable tether would add stress building frame The last example paragraph nine explained The stress dirigible load wind pressure would transmitted way building foundation nearly eleven hundren feet The Stress might much building could cause building collapse In excerpt The Mooring Mast Marcia Amidon ORGANIZATION builders faced many obstacles allowing dirigibles dock Empire State Building New York City,3,2,3,121,60,52,26,16,4,0.33
15996,6,In excerpt The Mooring Mast builders empire state building would faced many consequences attempting allow dirigibles dock A regular sized diriglbe made enormous steel framed ballons They went fast eighty miles per hour could cruise seventy per hour The Empire State Building would faced building dangling high pedestrians street neither practical safe And even dirigibe landed ship would swivel around around would made building move able Even ship would land illegal ship ever tie building even approach area,2,2,2,78,75,25,19,11,6,0.23
15997,6,Other making ammendments building plans builders empire state building faced obstacles safety practicality legality The hydrogen used foreign dirigibles highly flammable posing extreme safety hazard densely populated area downtown New York Also due natural violent wind currents altitude mooring mast would difficult dangerous weigh docking dirigibles Lastly building plans Empire State building correspond existing laws Laws forbade airships traveling low altitudes urban areas therefore use mooring mast would illegal Before builders able finish Empire state building carefully consider obstacles,3,3,3,79,45,36,17,16,6,0.25
15998,6,The builders Empire State building faced many obstacles attempting allow dirigibles dock Originally greatest problem builders faced strengthening building foundational base order support stress dirigibles load wind pressure To combat MONEY modifications made building framework Unfortunately complications mooring mast considered built A important one safety many foreign dirigibles use helium float highly flammable A disaster like Hindenburg disaster New York City dangerous risk Another preventer mast winds top building constantly changing due violent air currents The swaying dirigible could secured hanging weights due danger dropping one populated New York City A huge complication making dream reality law preventing airships flying low urban areas This would make illegal docking ever take place The many obstacles face builders Empire State building attempting allow dirigibles dock eventually led dropping idea together,4,4,4,128,55,52,30,25,6,0.34
15999,6,The empire state builders faced obstacles attempting allow dirigibles dock Most dirigibles outside United States used hydrogen rather helium hydrogen highly flamable German dirigible Hindenburg destroyed fire Lakehurst New Jersey May owners Empire State Building realized much worse accident could densely populated area town newyork The winds top building constantly shifting due violent air currents Even dirigible tethered mooring mast back ship would swivel around around mooring mast Another obstical builders faced law airships flying low urban areas This law would make illegal ship ever tie building even approach area although two dirigibles attempt reach building entire idea dropped,3,4,4,99,50,36,21,20,10,0.33
16000,6,It stated article mooring mast Empire State Building destined never fulfill purpose proves true The builders Empire State Building faced numerous obstacles trying dirigibles dock building For example one obstacle faced dirigibles filled hydrogen extremely flammable gas dirigible destroyed fire like Hindenburg could cause terrible accident heavily populated area like New York Therefore builders face obstacle safety issue dirigibles one catches fire New York Another important obstacle strong wind currents top Empire State Building causes dirigibles swivel around mooring mast causes dirigibles get close enough mooring mass Also wind creates risk dirigible could blown onto sharp spire another building dirigible could punctured causes dangerous situation captain To weigh dirigible swivel much wind controllers would use lead weights Though lead weights lessen swiveling practical safe lead weights would hanging pedestrians street lead weight fell could fatal Lastly dirigible moor Empire State Building would breaking existing law This law states airships fly low urban areas clear illegal moor Empire State Building Before project started builders researched accounted obstacles going face,4,4,4,168,55,72,36,33,5,0.29
16001,6,The builders Empire State Building faced obstacles structural support issues shifting winds administrative interference One major problem arose realized force holding blimp place would transmitted way building foundation par NUM This meant builders make changes support system building able begin construction mooring device Once mast reconstruction work completed builders realize winds top building constantly shifting due violent air currents par NUM would make docking almost impossible Attempts moor became even moor difficult complete dirigible mooring equipment never installed par NUM This shows builders struggled bureaucracy attempts build mooring mast In conclusion shortsightedness project caused builders struggle building structure weather owners vision ultimately abandoning mast,3,2,3,104,55,48,27,15,7,0.33
16002,6,The obstacles buliders go preety hard It hard building high air They needed special gear Al Smith wait answer building mast dangerous Over sixty thousand dollars made building framwork The obsticals drop let passengers Also refull dirigibles one And make building bigger,1,2,2,42,75,17,6,7,4,0.24
16003,6,The builders faced many obstacles attempting allow dirigibles dock The first put mast top building would put much stress buildings frame They transmite stress way foundation building They MONEY worth framework building Their next obstacle find safe way dock unload ships impossible First ship even reach building violent ever changing winds much control ship But even dock back ship would pushed around around mast Another obstacle law prevented airships flying low urban areas So ships ever approach building tie mast,4,4,4,80,70,30,17,16,6,0.25
16004,6,Although problems docking dirigible considered beginning builders Empire State building faced obstacles eventually Their greatest reason one safety passengers pedestrians city Many countries used hydrogen rather helium dirigibles hydrogen highly flammable could caused several problems future A German dirigible called Hindenburg destroyed Lakehurst CAPS fire incident owners Empire State building realized accident like could take place densely populated area downtown New York many people could injured Even though safety large problem greatest obstacle nature dirigible tethered mooring mast violent air currents top building would cause back ship swivel around around The air currents made hard hold dirigible steady made extremely challenging even reach mooring mast The idea using lead weights hold end blimps used dangleing weights CAPS neither practical safe one last obstacles builders faced existing law airships flying low urban areas This law prevented dirigibles tied even approach building However two blimbs Los Angeles U S Navy LOCATION Goodyear try reach building stopped due wind speeds The several obstacles presented builders Empire State Building prevented mooring mast used future transportation,4,4,4,171,50,63,46,32,12,0.39
16005,6,In CAPS The CAPS Mast ORGANIZATION builders Empire State Building faced numerous obstacles The largest obstacle faced safety dirigibles comming outside United States used hydrogen rather helium hydrogen flammable Another obstacle nature Winds constantly shiffting caused violent air currents Another obstacle law airships flying low urban areas The builders relized hazards They facing dropped idea using moorning mast dirigibles passengers,3,2,3,60,55,28,14,9,2,0.42
16006,6,In short passage discusses architects want build mooring mast Empire State Building state New York This mast would dock dirigibles modern day called blimps The mooring mast skinny tower top Empire State Building dock Dirigibles Empire State Building stands NUM feet tall without mooring mast peak The stress dirigible mooring mast NUM feet lot weight high structure They put MONEY modifications deal base area building An important downfall dirigibles helium flammable could cost several millions damage If zeppelin caught flame densely populated land area could take large amount lives I think mooring mast great idea helped building tallest building one time They still use mooring mast today,2,3,3,107,70,48,24,18,2,0.33
16007,6,Due architects blind potential problems mast builders Empire State building faced many obsticles attempting allow dirigibles dock There law saying airships could fly low urban areas This made illegal ship even go near building But say ship got tethered mooring mast back end ship would swivel around mass due constant shifting winds violent air currents Dirigibles normally moored open fields allows backs weighted lead weights This dangerous many reasons mainly weights would hanging downtown New York Without dirigible held violent winds would push ship sharp spires would rip shell With wind pressure dirigibles load would much stress added buildings frame The buildings steel frame sixty thousand dollars modifications would made stress would able transmitted nearly eleven hundred feet foundation Most dirigibles made united states used hydrogen rather helium Hydrogen flamable owners Empire state building realized worse accident could downtown New York With obsticles way owners builders Empire state building voted postpone installation landing gear,4,4,4,154,65,60,35,30,10,0.27
16008,6,In excerpt The Mooring Mast Marcia Amidon L sted builders went many obstacles get CAPS done The builders thought every set controll made plans planed mist big pice made mist right The mooring mast Empire State Building destined never fulfill purpose Then problems law p passed ships could tie self buildings anyone visit building But solved problem haveing airplanes bring passengers Even though builders went many obsticle still managed get passed,1,2,2,71,60,34,17,5,5,0.28
16009,6,In excerpt The Mooring Mast Marcia Amidon CAPS reader learns many obstacles builders Empire State Building faced attempting allow dirigibles dock The important obstacle overcome safety The United States used hydrogen rather helium power dirigibles As said CAPS NUM Hindenburg destroyed owners Empire State Building realized catastrophic accident would densely populated area New York Another obstacle faced brutal winds occur high altitude The winds top building constantly shifting due violent air currents CAPS NUM The final obstacle builders faced law airships flying low urban areas CAPS NUM made illegal tie dirigible building In conclusion builders Empire State Building faced many obstacles yet end Dirigibles instead becoming transportation future given way airplanes CAPS NUM,3,3,3,113,50,46,27,21,7,0.34
16010,6,The builders Empire State Building faced many obstacles attempting allow dirigibles dock One clear obstacle law existed time making law airships fly low urban areas paragraph NUM Also another obstacle attempting allow dirigibles dock Empire State Building dirigibles outside United States used hydrogen rather helium hydrogen highly flamable For example May German dirigible Hindenburg destroyed fire Lakehurst New Jersey The owners Empire State Building realized much worse accident could taken place downtown New York paragraph NUM The greatest obstacle nature The winds top building constantly shifting due violent air currents If dirigible tethered mooring mast back ship would swivel around around mooring mast paragraph NUM The obstacles builders Empire State Building faced much allow dirigibles dock mooring mast,4,4,4,118,55,48,25,21,7,0.37
16011,6,Throughout excerpt obstacles builders faced difficult Many fell able let dirigibles dock Some difficulties faced outside states dirigibles made hydrogen rather helium stated hydrogen highly flamable There fear people since New York densely populated There also whether problems Winds constantly shifting Ship would swival around around Realizing danger could shut,2,2,2,50,65,16,12,7,6,0.31
16012,6,In construction Empire State building CAPS faced plenty problems making mast There laws preventing docking dirigibles incidents occured flaws safety The first problem turned attention law low flying aircraft urban areas It said law would make illegal ship ever tie even approach area Another problem faced burning Hindenburg The U S used helium keep dirigibles afloat countries using highly flammable hydrogen This posed big threat CAPS eiven started wonder much worse incident would taken place densely populated area like downtown New York The final problem un safe dirigible swaying intense winds near building The cargo would send dirigible control winds The mast Empire State Building many problems CAPS solve It would never make start,3,3,3,114,70,42,26,22,6,0.32
16013,6,To allow dirigibles dock Empire State Building CAPS many obstacles face Some obstacles morning mast could simply dropped thousand foot dirigible moored top would add stress buildings frame The architechs simply drop mooring mast top Empire State Building flat roof The greatest obstacle mooring mast nature The CAPS Empire State Building obstacles face,1,1,1,53,70,22,13,8,2,0.24
16014,6,In excerpt builders faced many obstacles ader dirigibles dock They faced many challenges One main concerns safety Al Smith commented saying They trying figure safe way mooring airships mast among safety issues,1,1,1,32,75,13,9,5,0,0.27
16015,6,The obstacles builders Empire State Building faced attempting allow dirigibles dock harsh The builders theory thought everything would work perfectly They face enough see would problems dirigibles dock As I read I noticed building never fulfilled purpose This dirigibles outside united states used hydrogen helium hydrogen flammable On May owners Empire State Building realized much worse fire could happen densely populated area downtown New York So reality idea safe builders go building done Then realizing idea pursuable,1,2,2,77,65,26,20,13,7,0.3
16016,6,The builders Empire State Building determined make sure everything would work fine The building wasnt ment dirigibles dock,0,0,0,18,70,9,4,2,0,0.13
16017,6,When builders Empire State Building attempted construct mooring mast dirigibles faced several obstacles would ultimately defeat The first obvious obstacle danger crashing When Hindenburg crashed New Jersey builders realized much worse horrific crash would downtown New York Another present obstacle wind top tower As said paragraph NUM The winds top building constantly shifting due violent air currents That coupled lightweight nature dirigibles would make mooring much difficult open field The last obstacle faced builders existing laws made illegal There laws prohibited airships flying low urban areas like New York City though largely ignored All obstacles eventually lead realization mooring mast top Empire State Building practical feasible,3,3,3,106,60,41,22,24,4,0.33
