essays_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score,word_count,reading_ease,nouns,verb,adjectives,adverbs,jaccard
10119,4,The would grow flowers water geese come back pond,0,0,0,9,95,3,2,1,1,0.36
10120,4,THE AUTHOR CONCLUDES THE STORY WITH THAT PARAGRAPH FOR MANY REASONS ONE REASON BEING THAT THE AUTHOR WANTED TO REALLY SHOW THE MEANING OF THE FLOWER ANOTHER REASON IS TO EXPRESS THE THEME FOR EXAMPLE AT THE END OF THAT PARAGRAPH IT SAYS THEN I WILL TAKE THAT TEST AGAIN ITS RELATING THAT SMALL TOPIC OF THE DRIVING TEST TO THE LARGER TOPIC OF THE FLOWER WHICH THEN RELATES IT TO THE THEME OF ADJUSTING AND KEEP TRYING TILL YOU ADJUST THAT LAST PARAGRAPH WAS QUITE VITAL TO THE THEME AND MEANING OF THE STORY,2,1,2,95,70,25,15,5,5,0.94
10121,4,I believe author concludes story Winter Hibiscus written Minfong Ho When come back Saeng vowed silently spring snow melt geese return hibiscus budding I take test trying show past memories transformed hope determination After failing driving test Saeng finds Hibiscus memories home land grandmother consume She buys plant puts vegetable garden After done planting Saeng sees flock Canada geese fly overhead Using memory old home family applied new surroundings Saeng vows take test try The author ends story Winter Hibiscus paragraph show Saeng give,2,3,3,84,60,40,27,8,3,0.37
10122,4,The author concludes story show Saeng ready accept new life Once geese hibiscus back feel like home When feels home ready take test The text states run geese return hibiscus budding I take test Clearly geese hibiscus remind home Once feels home feel ease Thats author concluded pasage,1,2,2,48,85,22,11,7,3,0.26
10123,4,Why author concluded paragraph showed restated main idea story readers understood story That author concluded story paragraph,0,0,0,17,65,9,5,1,0,0.23
10124,4,The author explains failed test While still winter hibiscus still trying grow lovely peddles back As tells mother take test hibiscus starts budding spring back,1,1,1,25,80,8,6,3,5,0.27
10125,4,Yes I think concludes story story learning gardening mother remembers mother said hibiscus bidding And means ending sentence spring time comes going take test test determine whether learned enough gardening mother past time,0,0,0,33,50,15,11,2,2,0.31
10126,4,The author concludes Story paragraph I guess grandma died geese flying Or thats flowers start bloom,0,0,0,16,80,9,4,1,0,0.28
10127,4,The author Winter Hibiscus included last paragraph convey readers moving still remembering old country Before finding flower author terribly missed old country It real one Saeng mumbled I mean like kind found still shaky say words home last burst tears She missed home country trouble getting past The author could accept new country home yet Saeng hibiscus flower brought back memories old country making even difficult move One blossoms fallen carefully Saeng picked smelled Saeng could almost feel light strands grandmother long gray hair freshly washed combed fine toothed buffalo horn comb The flower much memory She finally something home could hold Gently closed palm around held tight That least could hold onto The author solid thing remind home This first step finally moving Now Saeng needed time get use new country Almost reluctantly realized many things thought strange become almost familiar Saeng needed little time almost like hibernation She decided hibiscus came hibernation ready bloom would ready accept new country move Saeng decide time fail spring would long enough adjust new life By taking test Saeng moving The author included last paragraph readers infer Saeng take last steps towards acceptance new country move taking test although look back old country winter hibiscus,3,3,3,203,70,70,40,41,25,0.42
10128,4,The story includes paragraph beginnig story girl failed test And told mother saw upset So planted plant decided take test knowing mother would think best Also story started telling mother failed test And kept people read would like ok mother let fail test anything Plus reader reads girl failed test going wanting know took took,1,1,1,55,75,22,18,6,2,0.35
10129,4,The author ended story unconcluded ending What I mean author wrote could keep readers interested would want read books Also ending sort kind leaves room improving room sequal,1,1,1,28,75,10,9,4,1,0.32
10130,4,The author concludes story paragraph show Saeng going give successfully passes task mother gives Saeng fails test though buys beautiful plant much expensive But could All seeds vegetable garden cost much Saeng becomes upset realizes failed mother Saeng still plants winter hibiscus ground Left alone garden Saeng dug hole carefully lowered winter hibiscus This shows even though failed going give hibiscus represented home It special,1,1,1,65,55,26,16,10,5,0.35
10131,4,The Author concludes paragraph wont,0,0,0,5,75,3,1,0,0,0.41
10132,4,I think author concluded story paragraph shows character story starting adapt new country In beginning story character Saeng feeling homesick adapted new country She way home driver test failed way sports hibiscus flower shop The hishiscus special reminds home country Vietnam For Saeng hibiscus represents comfort time disappoint connection past experiences ability overcome obsticales Saeng adjusted change life affected badly The author concluded story paragraph wanted show reader always changes obsticates life always something someone help overcome The author shows concluding story paragraph showing reader saeng hibiscus way overcoming ready ajusted take driving test,3,2,3,94,60,51,25,7,4,0.33
10133,4,The author concludes story paragraph saying winter spring hibiscus budding I start try The author saying saeng wait till spring plant little garden This I think author concludes story paragraph,1,1,1,30,75,16,8,3,0,0.32
10134,4,This paragraph represents action Saeng going time period year She going build change time retake test like rebirth way The girl wants whole new person test comes Her mom seems bothered every action choice daughters The daughter suddenly relizes action hibiscus dies thought quiet repetition season upon season She relates flower geese Over year flower goes phases dying rebirth Saeng wants get better goes phase like flower Its opens beautiful,2,3,3,70,80,34,17,6,1,0.38
10135,4,The reason author concludes story paragraph come back taking driver test way home saw winter hibiscus beautiful Then went store buy flowers cost lot money got home mom planting vejetable mom ark tell th truth know flower costs lot money get mad dheredulously Saeng take big decision going eventhough mom mad love flowers I guess remaind Vietnam The author put paragraph I think geese return flowers growth take test bease buy flowers came yet came go let know see first time waite growth take test In onpion good ending also good question,1,2,2,92,35,44,24,12,6,0.36
10136,4,The author concludes story come back Saeng vowed silently offers reader conclusion That passage means Saeng try talking drivers test adjusted new life new country Once find familiarity surroundings feel home Throughout story detatchment Vietnam makes feel alone The hibiscus plant first offers sense comfort It felt smooth cool known would feel The ending paragraph shows Saeng find comfort LOCATION plant couple geese,3,2,3,63,75,24,18,9,5,0.43
10137,4,The author concludes story paragraph snow melt Geese return time plant work garden even snow ground plant geese back time year plant seed bad flock fasten grander The test better grade last years year befor,0,0,0,35,65,20,6,4,3,0.33
10138,4,The author concluded storie paragraph thats end ended like,0,0,0,9,45,3,3,1,0,0.41
10139,4,The author concludes story spring snows melt geese return hibiscus budding I take test She show Saeng adapting making decisions new country like homeland In Vietnam Saeng used brush grandmothers hair help put bun put hibiscus That one traditions Also used get water well hibiscus would sometimes come bucket Both thus hibiscus seen comfort object states trying put good use also taking account repeats states She notices geese come back spring leave winter plants start grow spring By taking test spring symbolizing ready start test like hibiscus going bloom The plant potted garden Saeng moving signify change rembrance old traditions space new,3,3,3,102,70,40,30,12,7,0.4
10140,4,The author put sentence story feels give enough time get test right cause likes geese,1,1,1,15,85,6,4,3,1,0.36
10141,4,The author concludes story paragraph To show final determination strength Saeng given It almost though taken plant To show get back pass Test The plant becomes comporting item reminds homeland She returned plant To show mother found shaky even say words home This shows much misses home But able realize new home everything becoming familiar To,2,2,2,56,80,19,16,6,4,0.34
10142,4,She ends sentence sign new life Just winter killed plants ending life spring come start anew This Saeng feels left country memories left behind feels place like winter hibiscus spring comes feel anew person ready able take challenges said quiet repetition season upon season almost familiar describes new season comes new changes upon changes go take drivers test,3,2,3,58,55,25,13,10,4,0.38
10143,4,The author end paragraph several reasons One show failed time opportunities come later Also shows even though bad times befall good times still come For several reasons powoful efficient way end story,1,1,1,32,70,12,4,7,5,0.35
10144,4,The author uses symbolism convey different message Saeng said spring snows melt geese return hibiscus budding I take test The author uses hibiscus symbolize Saeng gets older like hibiscus ready take test The author uses symbolize convey story,2,2,2,38,70,17,9,8,0,0.32
10146,4,She wrote response tell everyone ready time spring comes Then take pass,1,1,1,12,35,6,3,1,1,0.38
10147,4,The author concludes story paragraph Saeng wants start planting I know Saeng life revolves around planting CAPS Saeng mother get food plant So DATE spend time garden growing crops sell save They save winter sell get equiement continue whot The part talking paragraph say come back talking geese She loves geese flying head landing yard outside beauttiful day CAPS The snow melts wants get back soil hands knee start planting Once hibiscus start budding everything else starts growing Saeng live revolves around DATE planting The author put paragraph story saeng wants anything,1,0,1,92,85,33,33,13,4,0.43
10148,4,In conclusion Winter Hibiscus Saeng notes retake driving test spring snow melt sand geese return The spring events occur along annual budding winter hibiscus Her family moved Vietnam LOCATION bought winter hibiscus plant remind childhood When blooms retake driving test body bring hope new beginning life citizen LOCATION,2,2,2,48,45,26,11,6,0,0.42
10149,4,In short story Winter Hibiscus young girl named Saeng moves away home This short story girl trying adapt new lifestyle changes,1,1,1,21,85,9,3,6,1,0.27
10150,4,The author concludes story paragraph want reader see saeng stop passes drivers test like geese stop south winter author trying show beauty trying going obstcles goal,1,2,2,26,35,14,7,3,0,0.38
10151,4,In stoRy WinteR Hibiscus CAPS Ho authoR leaves stoRy poweRful ending The ending When come back Saeng vowed silently heRself spRing snows melt geese RetuRn hibiscus budding I tRy test Basically authoR concluded stoRy shows poweRful willing tRy make heRself stRongeR willing tRy wants help heRself Text examples pRoove would I take hibiscus test Almost Reluctantly Realized many things thought stRange befoRe become TheRe fRail wiRy beauty heR touched Saeng deeply All statements help backup authoR might leave poweRful paRagRaph foR last,1,2,2,82,65,27,21,15,6,0.41
10152,4,Thes Author In story Winter Hibiscus concludes story paragraph show often Saeng gets tested memories Saeng tested erlier story flourist Memories come rushing back like flood tried feel long ago whe grandmother realized things memories long gone wept Saeng reported mother failed test bought plant try comfort Her mother understanding accepted Saeng planted habiscus end says In spring snow melts hibiscus budding I take test Saeng knew seeing flower make cry make memories come back tested,2,1,2,76,70,35,24,6,6,0.33
10154,4,In story Winter Hibiscus CAPS Ho girl named Saeng failed drivers test day vowed would retake spring She ends statement say new season new beginning new life This archetype changing harsh cold winter nice warm spring time shows trouble mother Saeng would get better As hard trouble winter left calmwarm new beginning spring Saeng knows knows going pass,2,1,2,58,85,24,17,10,2,0.35
10155,4,The author concludes story paragraph various reasons For example whole passage talking hibiscus flower provides Saeng ability overcome obstacles comfort time disappointment This ending paragraph shows spring hibiscus budding everything beautiful Saeng take test She knows help hibiscus plant pass test It shows hope trust pass test comes hibiscus flower The plant waxy leaves dainty flowers purplish petals white centers provide strength determination courage power pass test spring,2,2,2,68,65,40,13,8,1,0.29
10156,4,In story Winter Hibiscus author ends statement I take test This shows Saeng willing try adapt new place lives That refers says test For example story said I I failed test mother asked wrong She spent much money plant hopping stay home mind She handle She ends positive statement sends message looks foward bright future new home,1,1,1,57,85,24,14,11,0,0.28
10157,4,In story winter Hibiscus Minfong Ho author concludes story paragraph many reasons She puts examples story could help find reasons One reason know wont give In story says Then I take test It tells us keep trying determined Another reason trying tell us future hibiscus How says hibiscus budding hibiscus chance change get use surroundings like girl story Last reason tells us best When says realized many things thought strange almost familiar CAPS trying get use surroundings realizes In story many reasons suspect shy ended story paragraph She gives examples story makes many people get many,3,2,3,96,75,35,26,16,4,0.39
10158,4,The author winter Hibiscus concludes story determined pass test winter flower budding This shows correction plant narrator hardships The winter represents obstacle flower live thrive spring This gives author confidence make hardships thrive Another hardship hibiscus CAPS root bound The author misses home oF Vietnam much However oF must adOpt new environments,3,2,3,52,70,22,11,6,3,0.46
10159,4,The author concludes story paragraph shows misses home affected driving test At home country warm family memories In new country cold snowy something used It states take test things happen feel like home country focused test misses,1,2,2,37,75,17,11,4,0,0.28
10160,4,The author Minfong Ho concluded story Winter Hibiscus certain paragraph show Saeng would give determined pass driving test also way get used new home It kind like motivation snows melt geese return hibiscus budding I take test The motivation flower bringing back good people memories made happy believed Minfong also concluded story way say next year Saeng start fresh To become happy new life dwell past Saeng says spring beginning new year start rejoice This really good way end story sets positive vibe It letting readers know Saeng strong person remember past move new day life And I think author trying point everyone strength,3,3,3,104,70,50,21,18,5,0.32
10161,4,She ended paragraph wanted prove even though misses old centry adapt survive,1,1,1,12,70,5,2,1,2,0.3
10162,4,I think author conclades story paragraph sounds hopeful She adapting new home well made feel hopeless Saeng failed driving test made things worse To make things better bought hibiscus reminded old home She found plant comforting helped get passed tough times In last paaragraph Saeng looking forward spring retake test hopefully pass time I think paragraph provides feeling hopefulness way author concluded story way,2,2,2,64,75,24,22,11,3,0.3
10163,4,The author concludes story paragraph show Saeng give still hope It also teach reader hope patience knowledge things take time Saeng failed test giving sorrows misery missing country She says Almost reluctantly realized many things thought strange become quiet repetition season upon season almost familiar This shows adjusting So ending comparing geese showing getting stronger She take test wont give,2,2,2,60,75,20,19,8,7,0.38
10164,4,Clearly From rending story Winter CAPS author CAPS phrase come Back Saeng vowed silently spring snows melt geese return hibiscus budding I take test Again story passage relates title story Winter CAPS,0,0,0,32,25,16,9,2,4,0.38
10165,4,The reason author concludes story paragraph even though Saeng well last test Saeng go back take pass The author showing Saeng determination pass test better next time,1,1,1,27,70,11,5,3,5,0.33
10166,4,I think author ends story paragraph linting plant stands many positive things character failed test really wanted pass Both character plant show perservirance I think author trying send message reader never give something want accomplish The plant gives emblem perseverance survives harsh winter The main character giving test wants pass The author giving message give,2,2,2,55,65,26,17,6,2,0.3
10167,4,At end story author says come back spring whe snows melt geese return hibiscus budding I take The author concludes end felt like best failed spring comes She going retry hopefully time past,1,1,1,33,25,11,11,3,3,0.3
10168,4,The author concludes story paragraph Because wants come back smell test snow melts geese return,0,0,0,15,90,6,4,2,1,0.38
10169,4,The ORGANIZATION girl named Saeng She teenager family moved United States Vietnam Saeng failed driving test walk home discovers beautiful plant named Hibiscus falls love Hibiscus Saeng mother garden always planting things using plarts veggies garden dinner The author conclude paragraph says Hibiscus plants budding spring Saeng take test I think Saeng says wants see beautiful plants When passes test thinks seeing th Hibiscus help passthe driving test,1,2,2,68,55,36,22,5,1,0.44
10170,4,I think author concludes story paragraph giving hope passing test The hibiscus started sprouting give strength take test hopeful pass winter hibiscus reminded home,2,1,2,24,60,12,9,2,0,0.28
10171,4,The author concludes story paragraph come back Saeng vowed silently spring snows melt geese return hibiscus budding I take test paragraph show hibiscus reason Saeng wants try test If hibiscus budding snow melt geese return hibiscus strong give test,1,1,1,39,60,18,11,6,2,0.3
10172,4,The author concludes story show saeng give It possible adapt try love whats around Saeng struggled get I I failed test say home shows insecurity lonleiness new world around saying try spring gives reader hope adapt love surroundings She goes expirence today old life comparing one living simalarities try spring means decided go give new place chance,2,2,2,57,70,27,14,7,2,0.24
10173,4,The author concludes story paragraph says Then I Will take test believes Flowers Flowers adapte circumstances They determined CAPS CAPS places They overcome obstacles Maybe wants see lays ahead hopes right Flowers maybe likes spring,2,1,2,35,80,15,10,2,4,0.4
10174,4,I actually like way author concludes story paragraph It basically sumarizises story sums words would want wonder happened next sequel This good story I personally relate many ways,1,1,1,28,65,12,5,4,4,0.3
10175,4,The reason author concludes type senerario simply author pain cross situation particular author know son get straight open eyes see time shine might well grab loose chance get one day prove worthy people,0,0,0,33,30,15,6,7,2,0.34
10176,4,The author concludes sentence showing girls cofidence It also gives enough time get ready next test Also knows ready flower starts bud,1,1,1,22,90,8,6,4,2,0.3
10177,4,Why author concludes story paragraph Is right another story budding vowed silently right Story spring come back,0,0,0,17,85,7,4,2,2,0.28
10178,4,The author concludes story paragraph saying possible things happen able take test pass She comparing things together knew noot go together For example said spring snow melts geese return hibiscus budding would take test She meant thing likes overcomes obstacle would hurted She know takes test would keep trying passes In story know fit All knows learned country All try harder maybe able pass test,2,2,2,65,85,23,21,6,4,0.31
10179,4,I think author concludes story paraghragh told mom failed test crying But I think deeper I think missed home much concentrate She cry something want let mom know misses home,1,1,1,30,80,14,10,3,0,0.25
10180,4,When come back Saeng vowed silently spring snows melt geese return hibiscus budding I take test The author concludes story oblivious cold mother still vegetable garden digging last onions rusty trowel,0,0,0,31,60,14,8,4,3,0.3
10181,4,I believe author concludes story paragraph showing hibiscus inspires gives comfort person could try For example Saeng failed drivers test disappointed On way home saw hibiscus went florist shop try buy Saeng took peddle plant held tightly closed eyes The plant reminded real home vietnam loved The hibuscus became form comfort Saeng since failed drivers test even though plant one home By author ending story Saeng saying wait hibiscus starts budding take test shows hibiscus helps overcome obstacles life helps get hardships faces,2,1,2,83,70,37,29,5,3,0.33
10182,4,What Saeng means end paragraph seasson plants take test The test begin like like plot Like features characters Also history plants,0,0,0,21,90,11,4,0,1,0.35
10183,4,She demanding take test winter hibiscus come back upset failed test She spent day looking hibiscus still upset nt real ones back home Her mother said strong enough make winter come back Saeng vowed silently spring snows melt geese return hibiscus budding I take test,1,1,1,45,70,15,17,4,6,0.3
10184,4,The author concludes story paragraph symbolizes hope things get better The author ends hope flower symbolizes girl girl saying flower survive year So This symbolizes hope girl realizing going take time adapt new country eventually This meaningful girl considers day horrible statement ends day good note The girl spends entire day wishing back country missing grandmother friends But paragraph girl vowing promise self withstand winter spring get better take test The entire story builds turning point Saeng realizes make struggle like flower make winter Saeng realizes going take time adapt new strange country new lifestyle must adopt,3,3,3,97,70,38,26,20,4,0.38
10185,4,The author concludes story sentence shows hope future This sentence lets readers know times hard time things get better Saeng might failed test shes giving hope passing She believes pass test spring time right Saeng might miss home tell interfer future That author concludes story comeback Saeng vowed silently spring snows melt geese return andthis hibiscus budding I take tests,2,1,2,60,85,29,16,7,2,0.3
10186,4,What author talking snow melting spring coming I guess mean flowers trees grass going back beautiful Also letting us know spring winter nomore Thats start plant plants winter So spring grow nice beautiful spring Thats think author meant Also thats reason put paragraph He add paragraph like plants stuff growing beautiful He add details let us know talking paragraph,0,0,0,59,90,21,19,7,6,0.32
10187,4,The author chose end story way effectively ties different aspects principles story For example sentence includes geese hibiscus representing new home old together harmony It also states Saeng vowed silently I take test relates determination hibiscus flower struggles persistently winter A lot wisdom gathered symbolic messages hidden within final sentence It implies though past MONTH behind heart face new challenges determined challenges conquered,1,2,2,63,55,24,14,11,6,0.41
10188,4,The authar concludes story paragraph shows saeng determination overcoming obstacles new country With doubts saeng right test big come conclusion retaking test Here let help mother offered HO With mom comforting telling CAPS gives saeng boost needs help mother think let one thing hold back life support saeng definetly pass test next time,2,1,2,53,60,21,16,6,6,0.37
10189,4,In story winter Hibiscus author Minfong Ho ends come back Saeng vowed silently spring snows melt geese return hibiscus budding I take test ended show determination good country show memories grandmother help strive best new country new home In beginning story Saeng flower shop sees flowers home country growing poto At sight flowers memories flood back memories bring joy sadness Then returns home tells mother failed test tell actions disappointed I I failed test Saeng dare look mother eye nervously tore leab shredding bits After planted flower vegetable garden The buying planting vegetable shows Saeng wants remember grandmother home Thinking grandmother helps survive better helps want succeed new home Memories grandmother make sad away make happy,3,2,3,116,65,55,31,17,8,0.38
10190,4,The author concludes story way quote says get another try something Many authors end stories diff way makes reader wants go sequal next story I really adds twist ending Also another reason author would end like want work imagination picture happens next Using effective know happened It make reader wonder fails succeeds next time around,1,1,1,55,70,22,16,8,2,0.31
10191,4,The author closes story paragraph show Saeng willing try Even though MONTH right away Saeng wants try see flowers remind home without breaking She tell although mother understanding Saeng let little bit But could You know much happened mother says feels let mother But Mrs Panouvong expresses glad Saeng got hearing failed Sensing mother inkling disappointment Saeng wants try,2,2,2,59,80,18,19,8,4,0.45
10192,4,Most likely author concludes story paragraph author wanted show Saeng determined person The author wanted show readers Saeng strong character throughout story seemed determined pass test first time But failed author wanted show Saeng going give hope going take test,1,1,1,40,70,20,11,5,1,0.35
10193,4,The author concludes story Paragraph get view saying also understand situration growing like example said,0,0,0,15,45,6,6,0,1,0.31
10194,4,The author concludes story sentence come back saeng vowed silently spring snows melt geese return hibiscus budding I take test making point immigration The point author making immigrants came CAPS told forget The word test story means getting used LOCATION forgetting homeland Saeng says thoes words failed test bought something reminded homeland In conclusion Author describing immigrants treated told forget LOCATION,0,1,1,61,60,32,21,2,2,0.42
10195,4,In story Winter CAPS author trying saying Saeng somewhere In text It say It like walking another world thinking like boby know except,0,0,0,23,70,7,6,0,2,0.29
10196,4,The author concludes story paragraph show signs hope knowing spring come For family everything ok For also The girl makes friends also spring comes,1,1,1,24,85,12,6,0,2,0.31
10197,4,In Winter Hibiscus Saeng took driver test failed She wants try take spring I think ends story say spring hibiscus plant got mom planted growing blooming geese back makes feel home That way feel comfort able take test pass remind home,2,2,2,41,80,19,14,2,3,0.29
10198,4,In end story say take test spring geese come back winter fly What saying make fresh start spring geese come back would starting fresh new start new year new time study big test time regroup last test took failed test get new start new chance something Her mom disbelief found failed test mom said ok take new season,1,2,2,58,65,23,14,15,2,0.21
10199,4,The author concludes story paragraph thinking like happens Saeng said come back vowed silently spring snows melt geese return hibiscus budding I take test,0,0,0,24,75,10,9,1,2,0.33
10200,4,The author story concludes text paragraph end good note show hope future First throughout story Saeng felt lonely depressed missed home Vietnam With depression Saeng saw winter hibiscus reminded childhood memories She felt little hope adapting new environment new life The flower represented light hope future Next shows perserverance factor story Saeng fails drivers test came home feeling unacomplished When says retake test spring hibiscus blooms shows perserverance never giving Lastly author ended passage paragraph end good note show positive outlook life No matter come love perserverance overcome obstacle Whether school tests home little hardwork faith achieve,3,3,3,97,75,48,22,12,5,0.35
10201,4,The author concludes story paragraph When come back Saeng vowed silently spring snows melt spring snows melt geese return hibiscus budding I take test show thatshe gotten use change new country When says When geese return faint honks flying overhead familiar season upon season Also hibiscus budding remind home Vietnam seeing flower hearing geese give confidence encouragement retake drivers test,2,2,2,60,55,25,18,8,3,0.31
10202,4,MY detail Saeng vowed silentlY difficuiltY makeing new friends She like plant stuff around feels like Plants friends Saeng took shovel finished planting mom make Saeng feel good,0,0,0,28,80,12,7,3,1,0.39
10203,4,The author Winter Hibiscus decided end story paragraph like new beginning saeng In saeng moves fails test The winter hibiscus comforts memories used live It gives hope winter nice would spring Spring also time new beginnings winter everything dies comes back life spring saeng feels would take test new beginning From personal experience I always spring cleaning I want begin fresh Spring also filled fresh air gives inspiration good This could saeng wants take test spring time Therefore author Winter Hibiscus decided end story paragraph wanted show saeng wanted new beginning,3,2,3,91,65,39,23,12,7,0.28
10204,4,Authors sometimes conclude story certain paragraph describing action take place future In story Winter Hibiscus author concludes paragraph saying come back Saeng vowed silently spring snows melt geese return hibiscus budding I take test One reason author concludes story paragraph help show things change come spring For example story girl saids I I failed test By saying talking failed driving test come spring change She get better time pass Also The winter hibiscus ground CAPS tamped soil around This quote helps show hibiscus planted come spring changed color bloomed In conclusion authors end stories paragraph like help show changes could happen future,2,2,2,102,65,50,31,5,4,0.39
10205,4,The author Minfong Ho concludes story paragraph many reasons The budding hibiscus symbolizes comfort When moving LOCATION take friends possessions could bring memories The flower reminds home comforting failed drivers test In addition geese returning symbolizes new beginning After away long geese returning ushers springs time start dreasy winter Finally I take test CAPS one never give Even though hard adapt new country made friends tried CAPS foods like Big CAPS Therefore Minfong Ho concludes story paragraph show comfort new beginnings never give,3,3,3,83,70,33,16,17,7,0.48
10206,4,The reason aurthor wanted put last paragraph want keep reader interested story Another reason CAPS put story CAPS CAPS letting reader know plant never give,0,0,0,25,55,13,6,3,1,0.47
10207,4,The author concludes story quote come back spring snows melt geese return hibiscus budding I take test show encouraged memories homeland For example story stated realized many things similar things homeland As seasons went discovered similarities The spring time reminded saeng home comes motivated take test In conclusion author included quote show encouraged memories homeland,1,2,2,55,65,27,15,7,1,0.36
10208,4,The author concludes story main character vowing take drivers test symbolize moving forward Saeng felt shock recognition inffuse almost visceral A pone stumbling florist shop main character sees flower reminded home land Vietnam Here let help mother In relieving mother task planting seed bought began mature After reflecting memories past coming peace nothing left stoping moving forward come back I take test As sees geese migrating south winter v formation sets goal uses goal tool help grow move foward new country The main character vowing Winter Hibiscus symbolizes moving foward,3,2,3,90,25,38,27,9,8,0.35
10209,4,It shows time doubt overcome In story plant showed hope showing gave hope All memories recalled made sad first end gave hope,1,1,1,22,95,8,8,3,0,0.25
10210,4,I think author concludes story statement simply mabe trying send sort message people get attention The author also could concluded story statement mabe Just felt like need mabe particular reason,0,0,0,30,25,14,8,2,3,0.31
10211,4,The author Winter Hibiscus concludes story paragraph When come back Saeng vowed silently spring snow melt geese return hibiscus budding take test sympatizing Saeng ability overcome sorrow give test another chance symbolised says geese return hibiscus After fail test She considering retaking test instead wished could return old home think But much like geese returning spring says retake test She like geese overcome adopt cold harsh weather flying elsewhere returning warm like must wait ready confident take test second time around The Hibiscus budding symbolizing strength determination pass test second time takes like hibiscus survive cold weather months CAPS bloom spring must last weather pass spring That author consider story paragraph show given take test A sured pass,2,3,3,118,55,43,30,21,5,0.42
10212,4,The author concludes story paragraph shows narrator wants retake test waiting better time It shows perserverance give passing test She realizes life comes goes quickly And thAt needs appreciate,1,1,1,29,80,11,9,3,1,0.36
10213,4,The author concluded last paragraph story winter Hibiscus say narrator Saeng given driving test,1,1,1,14,55,7,4,2,0,0.4
10214,4,At end story winter Hibiscus author concluding paragraph shows many aspects story summary Saeng determined go back drivers test open new beginning The author used concluding words paragraph express hope Saeng better beginning show determination pass drivers test The author ties objects story represent determination new beginning For example hibiscus reminder glorious home spring time picks new beginning geese returning show determination resolve become new better,2,2,2,66,45,29,17,13,3,0.41
10215,4,The author minFong CAPS concludes story paragraph envoke hope within reader towards characters story One important lessions anyone learn life never lose hope things get better long try Though Saeng sad failing driving test missed homeland deeply ending story paragraph principal never giving important presented carried hopefully character vow This principal presents idea people overcome hard times life matter circumstances presented In conclusion hope envoked within reader ending paragraph contributes theme entire story important never give always hope especially life gets hard,2,2,2,82,45,34,21,11,9,0.4
10216,4,The author concludes story paragraph sounds better makes story sound bit better author put paragraph start If author put ending end story story probably wouldnt intresting good story author put ending paragraph end story Also author wants make reader understand story end end start time For example good ending end story body would want read bit good thing author put good end stable ending paragraph end story I think ic good paragraph end story It really seemed mach story I could also really understand lot better ending paragraph It perfect ending story,0,0,0,92,65,36,22,16,11,0.27
